description,X_validation,address,advertiser_id,advertiser_name,age,arba_code,bath_amnt,bed_amnt,bed_ratio,coordinates,corona,count_duplicates,covered_ratio,covered_surface,covered_surface_unit,currency,date_extracted,date_published,disposition,district,features,garage_amnt,is_duplicated_coord,is_finished_property,is_new_property,is_studio_apartment,land_ratio,land_surface,land_surface_unit,latitude,listing_age,listing_id,longitude,luminosity,maintenance_fee,maintenance_fee_currency,neighborhood,nombre_arba,orientation,present_listing_id_in_previous,price,price_control,property_group,property_type,province,reconstructed_date_published,reconstructed_land_surface,reconstructed_land_surface_unit,reconstructed_total_surface,reconstructed_total_surface_unit,response,room_amnt,room_ratio,site,site_abbreviation,title,toilet_amnt,total_ratio,total_surface,total_surface_unit,transaction,uncovered_surface,uncovered_surface_unit,url,year_built,direccion,fot,irregular,medidas,esquina,barrio,frentes,pileta,urb_cerrada,posesion,urb_semicerrada,preventa,indiviso,a_demoler,es_multioferta,es_monetizable,loteo_ph
"[RETASADO] Departamento de 3 ambientes en barrio Etchepare (Av. Constitución 10.000), ubicado en las tres torres, contrafrente, da a parque en común con juegos para niños. Posee espacio para guardar auto.
Posee living comedor, cocina separada, dos dormitorios con placares, baño completo. Muy luminoso.
Se encuentra completamente reciclado, obra de gas realizado.
Calefacción por calefactores. Ventiladores de techo.
Bajas expensas.
Posee planos y escritura.
NUEVO VALOR! ANTES USD 50.000 / AHORA USD 39.000Expensas: 0 

Vamos a verla?
Llámenos para conocer más en detalle esta propiedad! 
Email: echarrenestudioinmobiliario@gmail.com
Echarren Estudio Inmobiliario
www.echarrenestudioinmobiliario.com",,Av. Constitución 10100,218211367,Echarren Estudio Inmobiliario Chauvin,0,45,1,2,25000.0,"-37.9405122,-57.6029388",,2,943.396226415094,53.0,m²,USD,2024-02-02,2023-08-14,,Mar del Plata,"{'Balcón': False, 'Comedor': False, 'Vestidor': False, 'Jardín': False, 'Parrilla': False, 'Toilette': False, 'Cocina': True, 'Con lavadero': False, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Gimnasio': False, 'Calefacción': True, 'Acceso a internet': False, 'Jacuzzi': False, 'Salón de usos múltiples': False, 'Gas natural': False, 'Seguridad': False, 'Pileta': False, 'Agua corriente': False, 'Línea telefónica': False, 'Dormitorios': '2', 'Superficie cubierta': '53 m²', 'Cantidad de pisos': '0', 'Baños': '1', 'Expensas': '0 ARS', 'Cocheras': '1', 'Antigüedad': '0 años', 'Ambientes': '3', 'Superficie total': '0 ha', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Departamento', 'Condición del ítem': 'Nuevo', 'Con tour virtual': False}",1,True,,True,False,,,,-37.9405122,Publicado hace 171 días,MLA1471246936,-57.6029388,,0.0,,,General Pueyrredón,,True,50000.0,True,Departamento,Departamento,Bs.As. Costa Atlántica,2023-08-14,,,,,,3,16666.6666666667,mercadolibre,ML,"Venta Departamento 3 Amb, Etchepare, Mar Del Plata",0,,0.0,ha,Venta,,,https://api.mercadolibre.com/items/MLA1471246936,,Av. Constitución,,,,,barrio Etchepare,,,,,,,,,,True,
"Zona/Barrio , Mar del Plata
Frente: m2     Fondo: m2       Metros Totales: 1200m2
Servicios: Agua, Luz, Gas, Pavimento.
Informacion extra: 

[RETASADO] 2 LOTES excelente ubicación de 22.5x27m cada uno en Mar del Plata, sobre Avenida Antártida Argentina 3330 de 1200 m2 totales. Entre avenida Mario Bravo y la calle Yahaty. Uno sobre avenida y el otro lindero al mismo, de iguales medidas. Con posibilidad de importante desarrollo, construcción de galpones y/o viviendas, posibilidad de unificar lotes. Con todos los servicios. Impuestos al día, listo para escriturar. Excelente conexión con Avenida Mario Bravo y Avenida Peralta Ramos. A metros del complejo habitacional Barrio SOIP. 
Escuchamos propuesta. Posibilidad de financiación. 
Valor por dos lotes USD 50.000 
Valor lote sobre calle USD 25.000
Valor lote sobre avenida USD 35.000

Echarren Lotes es un area especifica de Echarren Estudio Inmobiliario dedicada exclusivamente a Terrenos y Lotes en todo el partido de General Pueyrredon. Contamos un listado actualizado exclusivo con mas de mil terrenos y lotes para la compra. No dejes de consultarnos por el listado para saber los nuevos ingresos. Contamos con las zonas de chapadmalal, sierra de los padres, Punta mogotes, Constitucion, Camet, Marquesado Batan y muchas mas. Tu consulta no molesta.

Llámenos para conocer más en detalle esta propiedad! 
Tel: 2233448144
Email: echarrenestudioinmobiliario@gmail.com
Echarren Estudio Inmobiliario
echarrenestudioinmobiliario.com

Vamos a verla?
Llámenos para conocer más en detalle esta propiedad! 
Email: echarrenestudioinmobiliario@gmail.com
Echarren Estudio Inmobiliario
www.echarrenestudioinmobiliario.com",,Antártida Argentina 3330,218211367,Echarren Estudio Inmobiliario Chauvin,0,45,0,0,,"-38.0446673,-57.5962861",,3,,,,USD,2024-02-02,2023-08-14,,Mar del Plata,"{'Cloaca': False, 'Luz eléctrica': False, 'Gas natural': False, 'Agua corriente': False, 'Seguridad': False, 'Acceso': 'Otro', 'Expensas': '0 ARS', 'Superficie total': '0 ha', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Terreno y lote', 'Condición del ítem': 'Nuevo', 'Antigüedad': '0 años', 'Con tour virtual': False}",0,True,,True,,,,,-38.0446673,Publicado hace 171 días,MLA1471079790,-57.5962861,,0.0,,,General Pueyrredón,,True,50000.0,True,Terreno,Terreno,Bs.As. Costa Atlántica,2023-08-14,,,,,,0,,mercadolibre,ML,Lote Para Construir Galpones,0,,0.0,ha,Venta,,,https://api.mercadolibre.com/items/MLA1471079790,,Avenida Mario Bravo y Avenida Peralta Ramos,,,22.5 x 27,,Barrio SOIP,,,,,,,,,True,True,
"Corredor Responsable: Ariel Martin Simone REG 3781 - 
Contacto: Daniela Echave
Casa desarrollada en una Planta sobre lote de 740 m2 aproximadamente . Al ingresar con encontramos con un living comedor con ingreso de Luz natural y hogar a leña. Cocina integrada con barra desayunadora, una habitacion , baño completo. Parque de grandes dimensiones al frente de la propiedad con vegetacion y arboles frutales.
LA PROPIEDAD CUENTA CON ESPACIO PARA LA POSIBILIDAD DE AGRANDAR LA PROPIEDAD.

La propiedad se encuentra en perfecto estado de conservación. Los m2 son aproximados.

Servicios:
Luz electrica
Gas
Agua de Pozo
Pozo ciego

SUPERFICIES
 Superficie Terreno: 740m2
 Superficie Cubierta: 56m2
 Superficie semicubierta: 4 m2
 Superficie descubierta: 680m2 aprox.

VALOR DE OPORTUNIDAD!!!

Contamos con financiación exclusiva para clientes REMAX! a través de LENDAR!
mas información en www.lendar.com.ar

Múdate a la vida que queres alcanza lo que soñas!
Remax Argentina S.R.L. no ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios RE/MAX puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S.R.L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados.",,Picaflor 0,454269527,Ariel Martin Simone REG 3781,9,45,1,1,50000.0,"-38.0076736,-57.6827265",,1,892.857142857143,56.0,m²,USD,2024-02-02,2024-02-01,,Mar del Plata,"{'Condición del ítem': 'Usado', 'Parrilla': False, 'Toilette': False, 'Dormitorios': '1', 'Superficie cubierta': '56 m²', 'Baños': '1', 'Tipo de casa': '266257', 'Cocheras': '0', 'Antigüedad': '9 años', 'Ambientes': '2', 'Superficie total': '60 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'Con tour virtual': True}",0,False,True,False,False,833.333333333333,,,-38.0076736,Publicado hace 0 días,MLA1405876615,-57.6827265,,,,,General Pueyrredón,,False,50000.0,True,Casa,Casa,Bs.As. Costa Atlántica,2024-02-01,60.0,m²,,,,2,25000.0,mercadolibre,ML,Venta De Casa De 2 Ambientes En Colina Alegre,0,833.333333333333,60.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1405876615,2015.0,,,,,,,,,,,,,,,,True,
"DEPARTAMENTO 4 AMBIENTES 
TRES DORMITORIOS
AMPLIA COCINA
GRAN LINVIG 
BANO COMPLETO 
LAVADERO APARTE 
DOS BALCONES SALIENTES
MUY LUNINOSO
Agua corriente
Luz
Toilette
Acepta mascotas",,Ituzaingó 7373,70613308,maria soledad marino,1,45,1,3,16666.6666666667,"-37.9528927,-57.613958",,1,555.555555555556,90.0,m²,USD,2024-02-02,2023-07-03,,Mar del Plata,"{'Superficie de terreno': '100 m²', 'Balcón': True, 'Dormitorio en suite': False, 'Desayunador': False, 'Comedor': False, 'Vestidor': False, 'Jardín': True, 'Parrilla': False, 'Toilette': True, 'Cocina': True, 'Con lavadero': True, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Roof garden': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Caldera': False, 'Business center': False, 'Área de cine': False, 'Cisterna': False, 'Lavandería': False, 'Estacionamiento para visitantes': False, 'Gimnasio': False, 'Calefacción': False, 'Chimenea': False, 'Acceso a internet': False, 'Jacuzzi': False, 'Ascensor': False, 'Salón de usos múltiples': False, 'Gas natural': True, 'Salón de fiestas': False, 'Área de juegos infantiles': False, 'Seguridad': False, 'Pileta': False, 'Agua corriente': True, 'Línea telefónica': False, 'Cancha de tenis': False, 'Departamentos por piso': '0', 'Dormitorios': '3', 'Superficie cubierta': '90 m²', 'Disposición': 'Lateral', 'Orientación': 'Sur', 'Cantidad de pisos': '0', 'Baños': '1', 'Expensas': '2000 ARS', 'Cocheras': '0', 'Antigüedad': '1 años', 'Ambientes': '1', 'Superficie total': '100 m²', 'Número de piso de la unidad': '2', 'Depósitos': '0', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Departamento', 'Número del departamento': '6118425', 'Amoblado': False, 'Cancha de básquetbol': False, 'Placards': False, 'Grupo electrógeno': False, 'Heladera': False, 'Recepción': False, 'Canchas de usos múltiples': False, 'Cancha de paddle': False, 'Sauna': False, 'Propiedad en remate': False, 'Admite mascotas': True, 'Condición del ítem': 'Usado', 'Rampa para silla de ruedas': False, 'Con barrio cerrado': False, 'Con área verde': False, 'Con conexión para lavarropas': False, 'Con cancha de fútbol': False, 'Con energia solar': False, 'Con tour virtual': False}",0,False,True,False,True,,,,-37.9528927,Publicado hace 213 días,MLA1442194900,-57.613958,,2000.0,ARS,Otros Barrios,General Pueyrredón,Sur,True,50000.0,True,Departamento,Departamento,Bs.As. Costa Atlántica,2023-07-03,,,,,,1,50000.0,mercadolibre,ML,Departamento Cuatro Ambientes !!! Oportunidad,0,500.0,100.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1442194900,2023.0,,,,,,,,,,,,,,,,True,
"PH 3 AMBIENTES EXTERNO CON BALCON EN PRIMER PISO
COCINA SEMI INTEGRADA CON BARRA, PISOS EN GRANITO MUY BIEN CONSERVADOS - HABITACIONES CON PISO PARQUET Y PLACARES - BAÑO AZULEJADO CON PEDILUVIO - TERRAZA 50 Mts2
CERCANIA A CENTROS COMERCIALES DE AV. JUAN B. JUSTO Y CALLE CERRITO. VARIAS LINEAS DE COLECTIVO MUY CERCANAS
AMBIENTES AMPLIOS Y MUY LUMINOSOS - SIN GASTOS",,Villa Lourdes,140883921,TALIERCIO Negocios Inmobiliarios,0,45,1,2,26500.0,"-38.032273,-57.5551414",,1,929.824561403509,57.0,m²,USD,2024-02-02,2023-12-15,,Mar del Plata,"{'Condición del ítem': 'Nuevo', 'Dormitorios': '2', 'Superficie cubierta': '57 m²', 'Baños': '1', 'Expensas': '0 ARS', 'Cocheras': '0', 'Antigüedad': '0 años', 'Ambientes': '0', 'Superficie total': '59 m²', 'Depósitos': '0', 'Operación': 'Venta', 'Inmueble': 'Ph', 'Con tour virtual': False}",0,False,,True,,,,,-38.032273,Publicado hace 48 días,MLA1600359476,-57.5551414,,0.0,,,General Pueyrredón,,True,53000.0,True,Ph,Ph,Bs.As. Costa Atlántica,2023-12-15,,,,,,0,,mercadolibre,ML,Ph 3 Ambientes Externo Con Balcon,0,898.305084745763,59.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1600359476,,,,,,,,,,,,,,,,,True,
"Descubra esta oportunidad única en el corazón de Mar del Plata con Century 21 Recanatti. Presentamos un encantador departamento de 2 ambientes en venta, ubicado en la exclusiva zona Centro. Esta propiedad ofrece una combinación perfecta de funcionalidad y estilo de vida, diseñada para aquellos que buscan comodidad y elegancia.

El departamento, en su ingreso, cuenta con un comedor diario. La cocina, totalmente equipada, se presenta como un espacio moderno y funcional. El living, conectado a un encantador balcón saliente a la calle, ofrece luminosidad y una brisa marina única. Este espacio es perfecto para relajarse y disfrutar de vistas encantadoras.

El baño completo está equipado con todas las comodidades necesarias. La habitación, amplia y luminosa, proporciona un refugio tranquilo y acogedor para el descanso.

Con una ubicación privilegiada en el centro de Mar del Plata, este departamento brinda cercanía a una amplia gama de servicios, comercios y atracciones, ofreciendo una experiencia de vida cómoda y conveniente.

No pierda la oportunidad de adquirir este maravilloso departamento. Contáctenos hoy para programar una visita y descubrir el hogar de sus sueños en Mar del Plata. Century 21 Recanatti, su aliado confiable en bienes raíces.",,Entre Rios 2018,303716788,Century 21 Recanatti,1968,45,1,1,53000.0,"-38.004076,-57.5449112",,1,1000.0,53.0,m²,USD,2024-02-02,2023-11-29,,Mar del Plata,"{'Balcón': True, 'Dormitorio en suite': False, 'Desayunador': False, 'Comedor': True, 'Vestidor': False, 'Jardín': False, 'Parrilla': False, 'Toilette': False, 'Cocina': True, 'Con lavadero': False, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Roof garden': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Caldera': False, 'Business center': False, 'Área de cine': False, 'Cisterna': False, 'Lavandería': False, 'Estacionamiento para visitantes': False, 'Gimnasio': False, 'Calefacción': True, 'Chimenea': False, 'Acceso a internet': True, 'Jacuzzi': False, 'Ascensor': False, 'Salón de usos múltiples': False, 'Gas natural': True, 'Salón de fiestas': False, 'Área de juegos infantiles': False, 'Seguridad': False, 'Pileta': False, 'Agua corriente': True, 'Línea telefónica': True, 'Cancha de tenis': False, 'Superficie de balcón': '0 m²', 'Valor del condominio': '0', 'Valor del IPTU': '0', 'Departamentos por piso': '0', 'Dormitorios': '1', 'Superficie cubierta': '53 m²', 'Orientación': 'Norte', 'Cantidad de pisos': '0', 'Baños': '1', 'Expensas': '29000 ARS', 'Cocheras': '0', 'Antigüedad': '1968 años', 'Ambientes': '2', 'Superficie total': '55 m²', 'Número de piso de la unidad': '0', 'Depósitos': '0', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Departamento', 'Amoblado': False, 'Cancha de básquetbol': False, 'Placards': False, 'Grupo electrógeno': False, 'Heladera': False, 'Recepción': False, 'Canchas de usos múltiples': False, 'Cancha de paddle': False, 'Sauna': False, 'Propiedad en remate': False, 'Admite mascotas': True, 'Condición del ítem': 'Usado', 'Código de la propiedad': '78371', 'Estrato social': '0', 'Número de torre': '0', 'Rampa para silla de ruedas': False, 'Con barrio cerrado': False, 'Con área verde': False, 'Con conexión para lavarropas': False, 'Con cancha de fútbol': False, 'Con energia solar': False, 'Con tour virtual': False}",0,False,True,False,False,,,,-38.004076,Publicado hace 64 días,MLA1581935292,-57.5449112,,29000.0,ARS,Centro,General Pueyrredón,Norte,True,53000.0,True,Departamento,Departamento,Bs.As. Costa Atlántica,2023-11-29,,,,,,2,26500.0,mercadolibre,ML,Departamento 2 Ambientes Con Balcón Zona Centro Id 78371,0,963.636363636364,55.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1581935292,56.0,,,,,,,,,,,,,,,,True,
"1 ambiente lateral, dividido. Muy luminoso!! Cuenta con pisos de cerámicos, dos placares y calefacción tiro balanceado. Cocina con ventilación natural. Baño completo con mampara. La propiedad se encuentra en muy buen estado general. Excelente ubicación!! Expensas: 0 

Patiño Iriarte Servicios Inmobiliarios",,11 de Septiembre 3000,213838679,Patiño Iriarte Servicios Inmobiliarios,0,45,1,0,,"-37.9933563,-57.5475947",,3,1515.15151515152,33.0,m²,USD,2024-02-02,2024-01-08,,Mar del Plata,"{'Balcón': False, 'Comedor': False, 'Vestidor': False, 'Jardín': False, 'Parrilla': False, 'Toilette': False, 'Cocina': True, 'Con lavadero': False, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Gimnasio': False, 'Calefacción': True, 'Acceso a internet': False, 'Jacuzzi': False, 'Salón de usos múltiples': False, 'Gas natural': False, 'Seguridad': False, 'Pileta': False, 'Agua corriente': False, 'Línea telefónica': False, 'Dormitorios': '0', 'Superficie cubierta': '33 m²', 'Cantidad de pisos': '0', 'Baños': '1', 'Expensas': '0 ARS', 'Cocheras': '0', 'Antigüedad': '0 años', 'Ambientes': '1', 'Superficie total': '33 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Departamento', 'Condición del ítem': 'Nuevo', 'Con tour virtual': False}",0,True,,True,,,,,-37.9933563,Publicado hace 24 días,MLA1401685591,-57.5475947,,0.0,,,General Pueyrredón,,False,50000.0,True,Departamento,Departamento,Bs.As. Costa Atlántica,2024-01-08,,,,,,1,50000.0,mercadolibre,ML,1 Ambiente Lateral En La Perla,0,1515.15151515152,33.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1401685591,,,,,,,,,,,,,,,,,True,
"Oportunidad!!
Departamento 2 ambientes en Rivadavia y Jujuy.
Consta de un Dormitorio luminoso que da a la calle. 
Baño con bañadera en estado original. Living y cocina que dan al interior del edificio
Valor U$S 50000
Cualquier consulta, a su disposición
2236004444




Vamos a verla?
Llámenos para conocer más en detalle esta propiedad! 
Email: echarrenestudioinmobiliario@gmail.com
Echarren Estudio Inmobiliario
www.echarrenestudioinmobiliario.com",,Rivadavia al 3400,218211367,Echarren Estudio Inmobiliario Chauvin,0,45,1,1,50000.0,"-37.9961014,-57.5559491",,1,,0.0,m²,USD,2024-02-02,2024-01-19,,Mar del Plata,"{'Balcón': False, 'Comedor': False, 'Vestidor': False, 'Jardín': False, 'Parrilla': False, 'Toilette': False, 'Cocina': False, 'Con lavadero': False, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': False, 'Jacuzzi': False, 'Salón de usos múltiples': False, 'Gas natural': False, 'Seguridad': False, 'Pileta': False, 'Agua corriente': False, 'Línea telefónica': False, 'Dormitorios': '1', 'Superficie cubierta': '0 m²', 'Cantidad de pisos': '0', 'Baños': '1', 'Expensas': '0 ARS', 'Cocheras': '0', 'Antigüedad': '0 años', 'Ambientes': '2', 'Superficie total': '0 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Departamento', 'Condición del ítem': 'Nuevo', 'Con tour virtual': False}",0,False,,True,False,,,,-37.9961014,Publicado hace 13 días,MLA1403334735,-57.5559491,,0.0,,Centro,General Pueyrredón,,False,50000.0,True,Departamento,Departamento,Bs.As. Costa Atlántica,2024-01-19,,,,,,2,25000.0,mercadolibre,ML,Departamento 2 Ambientes En Rivadavia Y Jujuy,0,,0.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1403334735,,,,,,,,,,,,,,,,,True,
"BLOCK
Casa 3 Ambientes, cochera amplia, Departamento 1 Ambiente, Departamento 3 Ambientes en dos plantas y patio.
UBICACIÓN: Estado de Israel y Berutti
BARRIO: Lopez de Gómara

DESCRIPCION:
Superficie lote 233 mts2.
Superficie cubierta 227 mts2.

Casa principal 3 Ambientes
Living comedor amplio, Cocina separada, 2 dormitorios y baño con ducha.

Departamento 1 Ambiente a la calle con baño.

Departamento 3 Ambientes al fondo
Cocina comedor amplio, baño con ducha, planta alta: 2 dormitorios

Cochera amplia
Patio.

Todos los servicios.
Estado regular
Entorno bueno.",,Estado de Israel 176,145869663,Marcelo Crotto propiedades,0,45,0,0,,"-37.9648063,-57.5810306",,2,220.264317180617,227.0,m²,USD,2024-02-02,2024-01-24,,Mar del Plata,"{'Condición del ítem': 'Nuevo', 'Superficie cubierta': '227 m²', 'Antigüedad': '0 años', 'Superficie total': '233 m²', 'Operación': 'Venta', 'Inmueble': 'Otro inmueble', 'Código de la propiedad': '96208', 'Con tour virtual': False}",0,True,,True,,,,,-37.9648063,Publicado hace 8 días,MLA1404224281,-57.5810306,,,,,General Pueyrredón,,False,50000.0,True,Otro inmueble,Otro inmueble,Bs.As. Costa Atlántica,2024-01-24,,,,,,0,,mercadolibre,ML,Block Casa 3 Amb. Cochera Amplia + Depto. 1 Amb. + Depto 3 Amb. En Dos Plantas  - Patio,0,214.592274678112,233.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1404224281,,lote 233,,,,,,,,,,,,,,,True,
"Presentamos a la venta casa tres ambientes, ubicada en el complejo UCIP y la misma cuenta con: Living comedor integrado con la cocina (concepto abierto), baño completo, dos dormitorios ambos con placard, patio y trotadora para auto

Información adicional:

Superficie del terreno: 207
Habitaciones: 2

Carina Posternak
Reg 3716",,Valencia  10000,293451110,Posternak propiedades,0,45,1,2,26500.0,"-37.9496689,-57.5873795",,1,913.793103448276,58.0,m²,USD,2024-02-02,2023-10-10,,Mar del Plata,"{'Altillo': False, 'Balcón': False, 'Comedor': False, 'Vestidor': False, 'Jardín': False, 'Parrilla': False, 'Toilette': False, 'Cocina': False, 'Living': False, 'Dependencia de servicio': False, 'Patio': True, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Alarma': False, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': False, 'Jacuzzi': False, 'Gas natural': False, 'Seguridad': False, 'Pileta': False, 'Línea telefónica': False, 'Dormitorios': '2', 'Superficie cubierta': '58 m²', 'Cantidad de pisos': '0', 'Baños': '1', 'Expensas': '0 ARS', 'Cocheras': '0', 'Antigüedad': '0 años', 'Ambientes': '3', 'Superficie total': '207 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'TV por cable': False, 'Con lavadero': False, 'Condición del ítem': 'Nuevo', 'Con tour virtual': False}",0,False,,True,False,256.038647342995,,,-37.9496689,Publicado hace 114 días,MLA1532544386,-57.5873795,,0.0,,,General Pueyrredón,,True,53000.0,True,Casa,Casa,Bs.As. Costa Atlántica,2023-10-10,207.0,m²,,,,3,17666.6666666667,mercadolibre,ML,"Venta Casa 3 Ambientes, Mar Del Plata",0,256.038647342995,207.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1532544386,,,,,,,,,,,,,,,,,True,
"Phs a estrenar. Opcion 1:  U$S 53.000 planta baja frente calle 42m2 sin cochera. Opcion 2:  58000 mil en primer piso frente o patio de 46m2 y dormit en segundo piso con cochera
Eléctricos Carpintería  aluminio negra DVH,  yeso tradicional en cielorrasos y paredes, muebles a medida en cocina y baño.  Termotanque y anafe electrico
Escritura inmediata sin expensas



Aviso publicado a través de Pixel Inmobiliario (Servicios de páginas web para inmobiliarias ).",,11 de septiembre 4900,255282711,Luis Damboriana,0,45,0,0,,"-37.9836836,-57.5667662",,3,1261.90476190476,42.0,m²,USD,2024-02-02,2023-07-21,,Mar del Plata,"{'Condición del ítem': 'Nuevo', 'Balcón': False, 'Comedor': False, 'Parrilla': False, 'Dependencia de servicio': False, 'Patio': False, 'Terraza': False, 'Gas natural': False, 'Aire acondicionado': False, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': False, 'Seguridad': False, 'Pileta': False, 'Apto crédito': False, 'Dormitorios': '0', 'Superficie cubierta': '42 m²', 'Baños': '0', 'Cocheras': '1', 'Antigüedad': '0 años', 'Ambientes': '2', 'Superficie total': '42 m²', 'Depósitos': '0', 'Operación': 'Venta', 'Inmueble': 'Ph', 'Con tour virtual': False}",1,True,,True,,,,,-37.9836836,Publicado hace 195 días,MLA1455222556,-57.5667662,,,,,General Pueyrredón,,True,53000.0,True,Ph,Ph,Bs.As. Costa Atlántica,2023-07-21,,,,,,2,26500.0,mercadolibre,ML,Ph A Estrenar 2 Ambientes.,0,1261.90476190476,42.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1455222556,,,,,,,,,,,,,,,,,,
"Edificio con estilo moderno, dos ambientes con balcón al frente, piso bajo, cuenta con cocina, una habitación con placard empotrado, baño completo, comedor a la calle.
zona #Aldrey 
El departamento se sitúa a dos cuadras de la avenida Colón, dos cuadras del Shopping Aldrey, a tres cuadras de la costa, tres cuadras del Casino del Mar, tres cuadras del centro gastronómico Olavarría, cuatro cuadras del centro comercial Guemes, cuatro de la plaza Colón Ubicación estratégica, cerca de todo ;)
Comedor
Living comedor
Agua corriente
Desaguee cloacal
Internet
Teléfono
Luz
Acepta mascotas
Luminoso
Agua Potable",,Falucho 1700,232376599,Silvia Moretti Negocios Inmobiliarios,20,45,1,1,53000.0,"-38.0097787,-57.542477",,1,1656.25,32.0,m²,USD,2024-02-02,2023-08-15,,Mar del Plata,"{'Balcón': True, 'Comedor': False, 'Vestidor': False, 'Jardín': False, 'Parrilla': False, 'Toilette': False, 'Cocina': True, 'Con lavadero': False, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': True, 'Aire acondicionado': False, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': False, 'Jacuzzi': False, 'Salón de usos múltiples': False, 'Gas natural': False, 'Seguridad': False, 'Pileta': False, 'Agua corriente': False, 'Línea telefónica': False, 'Dormitorios': '1', 'Superficie cubierta': '32 m²', 'Disposición': 'Frente', 'Orientación': 'Sur', 'Cantidad de pisos': '0', 'Baños': '1', 'Expensas': '6000 ARS', 'Cocheras': '0', 'Antigüedad': '20 años', 'Ambientes': '1', 'Superficie total': '0 ha', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Departamento', 'Condición del ítem': 'Usado', 'Con tour virtual': False}",0,False,True,False,True,,,,-38.0097787,Publicado hace 170 días,MLA1471967704,-57.542477,,6000.0,ARS,Plaza Colón,General Pueyrredón,Sur,True,53000.0,True,Departamento,Departamento,Bs.As. Costa Atlántica,2023-08-15,,,,,,1,53000.0,mercadolibre,ML,Dos Ambientes A La Calle Zona Paseo Aldrey,0,,0.0,ha,Venta,,,https://api.mercadolibre.com/items/MLA1471967704,2004.0,,,,,,,,,,,,,,,,True,
