address,advertiser_id,advertiser_name,age,bath_amnt,bed_amnt,bed_ratio,covered_ratio,covered_surface,covered_surface_unit,currency,date_extracted,date_published,description,disposition,district,features,garage_amnt,is_finished_property,is_new_property,is_studio_apartment,land_ratio,land_surface,land_surface_unit,latitude,listing_age,listing_id,longitude,luminosity,maintenance_fee,maintenance_fee_currency,neighborhood,orientation,price,price_control,property_group,property_type,province,reconstructed_land_surface,reconstructed_land_surface_unit,reconstructed_total_surface,reconstructed_total_surface_unit,response,room_amnt,room_ratio,site,site_abbreviation,title,toilete_amnt,total_ratio,total_surface,total_surface_unit,transaction,uncovered_surface,uncovered_surface_unit,url,year_built
Calle 49 Entre 4 y 5 400,1185562208,Francisco Ezequiel Errico CMCPDJLP 7292,27.0,3,4,45000.0,1353.3834586466166,133,m²,USD,"Sun, 25 Sep 2022 19:35:34 GMT","Wed, 31 Aug 2022 19:37:41 UTC","Corredor Responsable: Francisco Ezequiel Errico CMCPDJLP 7292 - 
Contacto: Ana Paula Olaverria
49 entre 4 y 5. Casa en ph en primer piso por escalera al contrafrente. Cuenta con 133m2 cubiertos y 10m2 semi cubiertos. Al ingresar a la unidad nos encontramos con un recibidor, un living comedor amplio mas un espacio de estudio, el ph tiene muy buena ventilacion en cada uno de sus ambientes.
Cocina amplia y separada, realizada a nueva, cuenta con tiro balanceado, aire frio calor, lavadero cubierto mas 3 baños completos, uno de ellos en suite y lugar de guardado. Accedemos a los dormitorios por pasillo, que se conectan con un playroom y un patio descubierto. 

El Ph se encuentra refaccionado en gran parte, en muy buenas condiciones y en una excelente ubicación, a metros de la zona comercial de Pasaje Rodrigo, Baxar, zona que se transformó en un polo gastronómico y turístico que tomó la denominación de La Plata Soho, también esta cerca de plazas y transportes públicos etc.


La oficina es de operación y gestión independiente.
La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. Los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario responsable de la presente publicación.
Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar.",,La Plata,"{'Parrilla': False, 'Toilette': False, 'Dormitorios': '4', 'Superficie cubierta': '133 m²', 'Cantidad de pisos': '1', 'Baños': '3', 'Tipo de casa': 'Casa', 'Expensas': '2500 ARS', 'Cocheras': '0', 'Antigüedad': '27 años', 'Ambientes': '5', 'Superficie total': '143 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'Condición del ítem': 'Usado', 'Tour virtual': False}",0,True,False,False,1258.7412587412587,,,-34.91174,Publicado hace 24 días,MLA1161089967,-57.947678,,2500,ARS,La Plata,,180000,True,Casa,Casa,Bs.As. G.B.A. Sur,143,m²,,,,5,36000.0,mercadolibre,ML,Casa De 4 Dormitorios En Venta En La Plata,,1258.7412587412587,143,m²,Venta,,,https://api.mercadolibre.com/items/MLA1161089967,1995.0
Calle 303 S/N,199805133,Martin Macagno CUCICBA 6267 / CMCPDJLM 821,1.0,2,2,54500.0,1453.3333333333333,75,m²,USD,"Sun, 25 Sep 2022 19:35:34 GMT","Mon, 14 Feb 2022 16:34:56 UTC","Corredor Responsable: Martin Macagno CUCICBA 6267 / CMCPDJLM 821 - 
Contacto: Inti Gadda
Casa quinta a ESTRENAR en barrio EL RODEO.
Sobre un terreno de 1000mts (20x50mts)

Sobre calle 303, e/46 y 48

Superficie total de 102mts cuadrados, con 75mts cubiertos y 27mts semicubiertos.
Cuenta con:
2 Baños.
2 Dormitorios.
Living comedor con cocina integrada.
Galería con parrilla y lavaplatos.
Cochera para 2 autos.

Características constructivas.

Grifería FV.
Pintura Ligantex.
Mesadas de granito.
Aberturas de aluminio.
Vidrios de seguridad.
Bomba de 1hp con proyección para pileta.

Barrio con garita de seguridad. SIN EXPENSAS

La oficina es de operación y gestión independiente.
La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. Los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario responsable de la presente publicación.
Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar.",,La Plata,"{'Condición del ítem': 'Usado', 'Parrilla': True, 'Toilette': False, 'Dormitorios': '2', 'Superficie cubierta': '75 m²', 'Baños': '2', 'Acceso': 'Otro', 'Cocheras': '2', 'Antigüedad': '1 años', 'Ambientes': '3', 'Superficie total': '1000 m²', 'Operación': 'Venta', 'Inmueble': 'Quinta', 'Tour virtual': False}",2,True,False,False,109.0,,,-35.075672,Publicado hace 223 días,MLA1123509078,-58.135105,,,,Abasto,,109000,True,Casa,Quinta,Bs.As. G.B.A. Sur,1000,m²,,,,3,36333.333333333336,mercadolibre,ML,Casa Quinta Venta La Plata Barrio Cerrado El Rodeo,,109.0,1000,m²,Venta,,,https://api.mercadolibre.com/items/MLA1123509078,2021.0
72 Entre 121 y 122 0,233436567,Daniel Guindani CMCPDJLP 7463,72.0,1,2,21000.0,525.0,80,m²,USD,"Sun, 25 Sep 2022 19:35:34 GMT","Thu, 25 Aug 2022 04:39:49 UTC","Corredor Responsable: Daniel Guindani CMCPDJLP 7463 - 
Contacto: Juan Manuel García
72 entre 121 y 122. Venta de PH de dos dormitorios a refaccionar.

Está situado en planta alta, se accede por escalera y tiene 80m2 aprox. cubiertos, 2,85 m2 semicubiertos, y una terraza de 21m2 aprox. descubiertos.

Posee en planta baja, una unidad complementaria descubierta de 64,12m2 a la cual se accede bajando una escalera situada en la terraza del mismo, también ésta unidad tiene otro acceso por un pasillo en planta baja.

Tiene 114,36m2 en su totalidad.

Subiendo la escalera del PH se ingresa a un hall central, desde donde conecta con sus dos dormitorios, la cocina comedor, el living comedor, el baño completo y la terraza.

Está ubicado en una zona muy comercial, y con acceso a todos los medios de transporte público.








La oficina es de operación y gestión independiente.
La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. Los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario responsable de la presente publicación.
Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar.",,La Plata,"{'Apto crédito': True, 'Dormitorios': '2', 'Superficie cubierta': '80 m²', 'Baños': '1', 'Cocheras': '0', 'Antigüedad': '72 años', 'Ambientes': '4', 'Superficie total': '168 m²', 'Operación': 'Venta', 'Inmueble': 'Ph', 'Condición del ítem': 'Usado', 'Tour virtual': False}",0,True,False,False,,,,-34.917473,Publicado hace 31 días,MLA1157635033,-57.913517,,,,La Plata,,42000,True,Ph,Ph,Bs.As. G.B.A. Sur,,,,,,4,10500.0,mercadolibre,ML,Ph De 2 Dormitorios En Venta En La Plata,,250.0,168,m²,Venta,,,https://api.mercadolibre.com/items/MLA1157635033,1950.0
Calle 139 1148 (entre 520 Y 521) Duplex,349212041,D`UVA,0,1,2,57500.0,1474.3589743589744,78,m²,USD,"Sun, 25 Sep 2022 19:35:35 GMT","Thu, 09 Jun 2022 15:00:53 UTC","Casa en venta de dos dormitorios en La Plata. Descubre cada detalle en su visita virtual y viví una experiencia única.




La información gráfica, escrita e imágenes en el presente aviso son ilustrativas y a título estimativo. Las mismas no forman parte de ningún tipo de documentación contractual. Las medidas y superficies definitivas surgirán del título de propiedad del inmueble referido.",,La Plata,"{'Altillo': False, 'Balcón': False, 'Comedor': False, 'Vestidor': False, 'Jardín': False, 'Parrilla': False, 'Toilette': True, 'Cocina': False, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Alarma': False, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': False, 'Jacuzzi': False, 'Gas natural': False, 'Seguridad 24 horas': False, 'Pileta': False, 'Línea telefónica': False, 'Dormitorios': '2', 'Superficie cubierta': '78 m²', 'Cantidad de pisos': '2', 'Baños': '1', 'Expensas': '0 ARS', 'Cocheras': '1', 'Antigüedad': '0 años', 'Ambientes': '3', 'Superficie total': '0 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'TV por cable': False, 'Lavadero': False, 'Condición del ítem': 'Nuevo', 'Tour virtual': True}",1,,True,False,,,,-34.92133,Publicado hace 108 días,MLA1141613389,-58.01523,,0,,La Plata,,115000,True,Casa,Casa,Bs.As. G.B.A. Sur,,,,,,3,38333.333333333336,mercadolibre,ML,Casa - La Plata,,,0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1141613389,
53 E/ 22 y 23 1300,233547146,Rico Sebastián Col. 6420,9.0,1,2,55000.0,1864.406779661017,59,m²,USD,"Sun, 25 Sep 2022 19:35:35 GMT","Wed, 03 Aug 2022 04:43:10 UTC","Corredor Responsable: Rico Sebastián Col. 6420 - 
Contacto: Magalí Saad
53 e/ 22 y 23. Departamento de categoría ubicado en excelente zona de la ciudad de la plata.
Esta propiedad cuenta con cocina completa, living comedor y amplio balcón. En planta baja cuenta con dos dormitorios, placar, baño completo.
Rodeado de plazas, fácil acceso al trasporte público.
NO PERMITEN MASCOTAS .

La oficina es de operación y gestión independiente.
La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. Los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario responsable de la presente publicación.
Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar.",,La Plata,"{'Parrilla': False, 'Toilette': False, 'Aire acondicionado': True, 'Tipo de departamento': 'Dúplex', 'Dormitorios': '2', 'Superficie cubierta': '59 m²', 'Baños': '1', 'Expensas': '6000 ARS', 'Cocheras': '0', 'Antigüedad': '9 años', 'Ambientes': '3', 'Superficie total': '65 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Departamento', 'Condición del ítem': 'Usado', 'Tour virtual': False}",0,True,False,False,,,,-34.931183,Publicado hace 53 días,MLA1149433758,-57.964325,,6000,ARS,La Plata,,110000,True,Departamento,Departamento,Bs.As. G.B.A. Sur,,,,,,3,36666.666666666664,mercadolibre,ML,Departamento Dúplex 2 Dormitorios Venta La Plata,,1692.3076923076924,65,m²,Venta,,,https://api.mercadolibre.com/items/MLA1149433758,2013.0
50 Entre 17 y 18,320693425,Constant Propiedades,30.0,1,1,56000.0,982.4561403508771,57,m²,USD,"Sun, 25 Sep 2022 19:35:35 GMT","Thu, 07 Oct 2021 13:59:41 UTC","PH en Planta Baja al frente, con patio. 1 Dormitorio amplio con placard; Posibilidad de segundo dormitorio al frente, con doble acceso: Por habitación principal y con el living comedor por puerta corrediza. Cocina comedor, living amplio y baño completo. Pisos de parquet, ambientes ventilados. Patio con lavadero.",,La Plata,"{'Balcón': False, 'Comedor': True, 'Vestidor': False, 'Jardín': False, 'Parrilla': False, 'Toilette': False, 'Cocina': True, 'Living': True, 'Dependencia de servicio': False, 'Patio': True, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Gas natural': True, 'Línea telefónica': False, 'Aire acondicionado': False, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': True, 'Jacuzzi': False, 'Salón de usos múltiples': False, 'Seguridad 24 horas': False, 'Pileta': False, 'Apto crédito': True, 'Dormitorios': '1', 'Superficie cubierta': '57 m²', 'Disposición': 'Frente', 'Baños': '1', 'Expensas': '1200 ARS', 'Cocheras': '0', 'Antigüedad': '30 años', 'Ambientes': '2', 'Superficie total': '62 m²', 'Operación': 'Venta', 'Inmueble': 'Ph', 'Condición del ítem': 'Usado', 'Tour virtual': False}",0,True,False,False,,,,-34.92479,Publicado hace 353 días,MLA1107198113,-57.960808,,1200,ARS,La Plata,,56000,True,Ph,Ph,Bs.As. G.B.A. Sur,,,,,,2,28000.0,mercadolibre,ML,Ph - La Plata 1 Dormitorio Con Patio.,,903.2258064516129,62,m²,Venta,,,https://api.mercadolibre.com/items/MLA1107198113,1992.0
7 entre 58 y 59 1286,327532142,Century 21 Espósito,40.0,1,6,,611.1111111111111,90,m²,USD,"Sun, 25 Sep 2022 19:35:23 GMT","Tue, 02 Aug 2022 14:16:10 UTC","Departamento en venta, primer piso por escalera. Actualmente funciona como consultorios odontologicos. Cuenta con 3 consultorios, de las cuales 2 se encuentran reciclados, recepción, sala de espera, espacio para cocina, la cual debe reciclarse. Baño completo con bañera. Por escalera accedemos a la terraza del departamento, la cual cuenta con un espacio tipo lavadero o quincho cubierto, con toilette.",,La Plata,"{'Área de comedor': False, 'Comedor': False, 'Cocina': False, 'Lobby': False, 'Sala de reuniones': False, 'Terraza': True, 'Grupo electrógeno': False, 'Luz eléctrica': True, 'Sistema contra incendio': False, 'Gas natural': False, 'Agua corriente': True, 'Línea telefónica': False, 'Aire acondicionado': False, 'Recepción': False, 'Estacionamiento para visitantes': False, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': True, 'Ascensor': False, 'Áreas verdes': False, 'Seguridad 24 horas': False, 'Valet parking': False, 'Valor del condominio': '0', 'Valor del IPTU': '0', 'Baños por piso': '5', 'Superficie cubierta': '90 m²', 'Disposición': 'Interno', 'Orientación': 'Norte', 'Baños': '1', 'Expensas': '0 ARS', 'Número de oficinas': '3', 'Oficinas por piso': '5', 'Cocheras': '0', 'Antigüedad': '40 años', 'Superficie total': '140 m²', 'Número de piso de la unidad': '2', 'Bodegas': '0', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Oficina', 'Condición del ítem': 'Usado', 'Código de la propiedad': '48421', 'Ambientes': '6', 'Estrato social': '0', 'Tour virtual': False}",0,True,False,False,,,,-34.919422,Publicado hace 54 días,MLA1149357533,-57.94297,,0,,La Plata,Norte,55000,True,Comercio y oficina,Oficina consultorio,Bs.As. G.B.A. Sur,,,,,,6,,mercadolibre,ML,Oficinas  En Venta,,392.85714285714283,140,m²,Venta,,,https://api.mercadolibre.com/items/MLA1149357533,1982.0
Haras del Sur III,684665779,Constantino L. Osso,0,3,3,113333.33333333333,2125.0,160,m²,USD,"Sun, 25 Sep 2022 19:35:37 GMT","Mon, 14 Mar 2022 19:53:17 UTC","Hermosa casa en venta en Haras del Sur III, Araucarias, Lote N12. Recientemente construida, cuenta con un gran living-comedor en planta baja con cocina integrada con cocina a gas y muebles bajomesada y salida a la galeria, con parrilla. Baño completo en planta baja, lavadero montado con termotanque. En planta alta, 3 habitaciones con placard. 2 Baños completos, uno de los cuales, en suite en habitacion principal, con sector de vestidor. Todos los ambientes cuentan con aire acondicionado frio-calor split. Casa de categoria. 
Posibilidad de financiación. 
Disponible en la publicacion tour virtual 360  y videos de recorrido virtual. 
 



Constantino L. Osso - Negocios Inmobiliarios

Todas las medidas enunciadas son meramente orientativas, las medidas exactas serán las que se expresen en el respectivo título de propiedad de cada inmueble. Todas las fotos, imagenes y videos son meramente ilustrativos y no contractuales. Los precios enunciados son meramente orientativos y no contractuales..",,La Plata,"{'Altillo': False, 'Balcón': False, 'Comedor': False, 'Vestidor': True, 'Jardín': True, 'Parrilla': True, 'Toilette': False, 'Cocina': False, 'Living': True, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Alarma': False, 'Gimnasio': True, 'Calefacción': False, 'Acceso a internet': True, 'Jacuzzi': False, 'Gas natural': False, 'Seguridad 24 horas': True, 'Pileta': False, 'Línea telefónica': True, 'Dormitorios': '3', 'Superficie cubierta': '160 m²', 'Cantidad de pisos': '2', 'Baños': '3', 'Expensas': '0 ARS', 'Cocheras': '2', 'Antigüedad': '0 años', 'Ambientes': '4', 'Superficie total': '1000 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'TV por cable': True, 'Lavadero': False, 'Condición del ítem': 'Nuevo', 'Tour virtual': False}",2,,True,False,340.0,,,-35.130314,Publicado hace 194 días,MLA1127612184,-58.06308,,0,,La Plata,,340000,True,Casa,Casa,Bs.As. G.B.A. Sur,1000,m²,,,,4,85000.0,mercadolibre,ML,Casa En Venta - Haras Del Sur Iii - Araucarias,,340.0,1000,m²,Venta,,,https://api.mercadolibre.com/items/MLA1127612184,
54 1014,536666668,Century 21 Natale,50.0,2,2,42500.0,850.0,100,m²,USD,"Sun, 25 Sep 2022 19:35:37 GMT","Sat, 06 Aug 2022 13:42:12 UTC","PH ubicado en zona estratégica de la ciudad 54 15 y 16. Es un PH interno por pasillo que comparte con una sola UF. Se desarrolla en dos plantas. En Planta Baja encontramos un pequeño patio-recibidor, muy amplio ambiente de living-cocina-comedor y baño completo. Lugar de guardado en bajo escalera. En Plata Alta cuenta con dos dormitorios amplios, pisos de madera y uno de ellos con placares a medida, Baño completo con bañera. Terraza en doble nivel. Cañerías de agua y gas nuevas, instalación eléctrica nueva. La inversión mas costosa ya esta hecha: podes vivir sin ponerle un peso mas o modernizarla con poco dinero. Escritura directa. Planos aprobados de todo lo que se ve (100 metros cuadrados cubiertos reales y 120 en total). ¡OPORTUNIDAD A VALOR DE MERCADO!",,La Plata,"{'Condición del ítem': 'Usado', 'Balcón': False, 'Placards': False, 'Comedor': False, 'Vestidor': False, 'Jardín': False, 'Parrilla': False, 'Toilette': False, 'Cocina': False, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Gas natural': False, 'Línea telefónica': False, 'Aire acondicionado': False, 'Gimnasio': False, 'Calefacción': False, 'Chimenea': False, 'Acceso a internet': False, 'Jacuzzi': False, 'Salón de usos múltiples': False, 'Seguridad 24 horas': False, 'Pileta': False, 'Apto crédito': False, 'Dormitorios': '2', 'Superficie cubierta': '100 m²', 'Orientación': 'Norte', 'Baños': '2', 'Expensas': '0 ARS', 'Cocheras': '0', 'Antigüedad': '50 años', 'Ambientes': '0', 'Superficie total': '129 m²', 'Número de piso de la unidad': '0', 'Bodegas': '0', 'Operación': 'Venta', 'Inmueble': 'Ph', 'Tour virtual': False}",0,True,False,,,,,-34.924637,Publicado hace 50 días,MLA1150413077,-57.9555,,0,,La Plata,Norte,85000,True,Ph,Ph,Bs.As. G.B.A. Sur,,,,,,0,,mercadolibre,ML,54 Y 15. Venta Ph 2 Dormitorios Con Terraza,,658.9147286821706,129,m²,Venta,,,https://api.mercadolibre.com/items/MLA1150413077,1972.0
11 E/ al 500,274605039,La Plata | VENTAS,37.0,4,3,116666.66666666667,1458.3333333333333,240,m²,USD,"Sun, 25 Sep 2022 19:35:37 GMT","Mon, 06 Sep 2021 19:09:38 UTC","Casa en excelente estado de mantenimiento, pintada. Lote de 10 x 40. 280 m2 cubiertos, distribuidos en dos plantas. Muy buena orientación y distribución. Excelentes accesos: La Plata-Buenos Aires.

Planta alta: 3 dormitorios muy amplios, todos con placar. Uno de ellos, en suite, con vestidor. Dos baños.
Planta baja: living-comedor con estufa hogar, comedor diario con vista al jardín, cocina-comerdor con muebles sobre y bajomesada, baulera, escritorio. Cochera doble, quincho con parrilla, lavadero, galpón y dependencias de servicio.

Coordinar visitas con anticipación. 

Los datos consignados en este aviso deben considerarse estimaciones aproximadas, que pueden carecer de precisión, exactitud y/o estar desactualizados, al igual que las fotos , imágenes y videos, que  se publican solo a título ilustrativo para facilitar la visualización del inmueble relacionado .",,La Plata,"{'Altillo': False, 'Balcón': True, 'Comedor': False, 'Vestidor': True, 'Jardín': True, 'Parrilla': True, 'Toilette': False, 'Cocina': True, 'Living': False, 'Dependencia de servicio': True, 'Patio': True, 'Playroom': False, 'Estudio': False, 'Terraza': True, 'Apto profesional': False, 'Apto crédito': True, 'Aire acondicionado': True, 'Alarma': True, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': True, 'Jacuzzi': False, 'Gas natural': True, 'Seguridad 24 horas': False, 'Pileta': False, 'Línea telefónica': False, 'Dormitorios': '3', 'Superficie cubierta': '240 m²', 'Cantidad de pisos': '2', 'Baños': '4', 'Expensas': '0 ARS', 'Cocheras': '2', 'Antigüedad': '37 años', 'Ambientes': '7', 'Superficie total': '400 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'TV por cable': True, 'Lavadero': True, 'Condición del ítem': 'Usado', 'Tour virtual': True}",2,True,False,False,875.0,,,-34.89263,Publicado hace 384 días,MLA1101847245,-57.964325,,0,,Tolosa,,350000,True,Casa,Casa,Bs.As. G.B.A. Sur,400,m²,,,,7,50000.0,mercadolibre,ML,Casa - Tolosa,,875.0,400,m²,Venta,,,https://api.mercadolibre.com/items/MLA1101847245,1985.0
Calle 531 987 (entre 4bis Y 5),349212041,KEYMEX CITY BELL,0,3,5,58000.0,734.1772151898734,395,m²,USD,"Sun, 25 Sep 2022 19:35:37 GMT","Wed, 05 Jan 2022 21:45:25 UTC","Casa en venta de cinco dormitorios en Tolosa. Descubrí cada detalle en su visita virtual y viví una experiencia única.






La información gráfica, escrita e imágenes en el presente aviso son ilustrativas y a título estimativo. Las mismas no forman parte de ningún tipo de documentación contractual. Las medidas y superficies definitivas surgirán del título de propiedad del inmueble referido.",,La Plata,"{'Altillo': False, 'Balcón': False, 'Comedor': False, 'Vestidor': False, 'Jardín': False, 'Parrilla': False, 'Toilette': True, 'Cocina': False, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Alarma': False, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': False, 'Jacuzzi': False, 'Gas natural': False, 'Seguridad 24 horas': False, 'Pileta': False, 'Línea telefónica': False, 'Dormitorios': '5', 'Superficie cubierta': '395 m²', 'Cantidad de pisos': '3', 'Baños': '3', 'Expensas': '0 ARS', 'Cocheras': '2', 'Antigüedad': '0 años', 'Ambientes': '10', 'Superficie total': '0 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'TV por cable': False, 'Lavadero': False, 'Condición del ítem': 'Nuevo', 'Tour virtual': True}",2,,True,False,,,,-34.897865,Publicado hace 262 días,MLA1118566651,-57.967983,,0,,Tolosa,,290000,True,Casa,Casa,Bs.As. G.B.A. Sur,,,,,,10,29000.0,mercadolibre,ML,Casa - Tolosa,,,0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1118566651,
Calle 421bis 1250 (entre 13 Y 14),349212041,OTERO ROSSI,0,3,8,68750.0,1833.3333333333333,300,m²,USD,"Sun, 25 Sep 2022 19:35:37 GMT","Thu, 11 Nov 2021 21:01:39 UTC","Casa en venta de ocho dormitorios en Villa Elisa. Descubrí  cada detalle en su visita virtual y viví una experiencia única. 


La información gráfica, escrita e imágenes en el presente aviso son ilustrativas y a título estimativo. Las mismas no forman parte de ningún tipo de documentación contractual. Las medidas y superficies definitivas surgirán del título de propiedad del inmueble referido.  ",,La Plata,"{'Altillo': False, 'Balcón': False, 'Comedor': False, 'Vestidor': False, 'Jardín': False, 'Parrilla': False, 'Toilette': True, 'Cocina': False, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Alarma': False, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': False, 'Jacuzzi': False, 'Gas natural': False, 'Seguridad 24 horas': False, 'Pileta': False, 'Línea telefónica': False, 'Dormitorios': '8', 'Superficie cubierta': '300 m²', 'Cantidad de pisos': '2', 'Baños': '3', 'Expensas': '0 ARS', 'Cocheras': '2', 'Antigüedad': '0 años', 'Ambientes': '10', 'Superficie total': '0 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'TV por cable': False, 'Lavadero': False, 'Condición del ítem': 'Nuevo', 'Tour virtual': True}",2,,True,False,,,,-34.860718,Publicado hace 317 días,MLA1112015579,-58.082836,,0,,Villa Elisa,,550000,True,Casa,Casa,Bs.As. G.B.A. Sur,,,,,,10,55000.0,mercadolibre,ML,Casa - Villa Elisa,,,0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1112015579,
Calle 134 Entre 440 y 441 3400,1185562208,Francisco Ezequiel Errico CMCPDJLP 7292,7.0,1,2,32450.0,927.1428571428571,70,m²,USD,"Sun, 25 Sep 2022 19:35:37 GMT","Sun, 11 Sep 2022 05:19:06 UTC","Corredor Responsable: Francisco Ezequiel Errico CMCPDJLP 7292 - 
Contacto: Ricardo Oberti
Calle 134 e/440 y 441, barrio El Rincón.
Sup. cub.: 70m2 Sup. semicub,: 40m2 Lote: 300m2
Hermosa casa de dos dormitorios, amplia cocina comedor con muebles bajo y sobre mesada. Aberturas línea módena con DVH y rejas de hierro. En la cocina piso porcelanato símil madera.
Baño y antebaño con cabina de ducha escocesa y piso cerámico.
Dormitorios con piso flotante, ambos ventilan a la galería. Amplios y luminosos.
Galería-cochera semicubierta de 40m2 aprox, con parrilla, espacio amplio de guardado y lavadero.
El terreno mide 10x30.5 metros.
La oficina es de operación y gestión independiente.
La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. Los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario responsable de la presente publicación.
Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar.",,La Plata,"{'Parrilla': False, 'Toilette': False, 'Apto crédito': True, 'Dormitorios': '2', 'Superficie cubierta': '70 m²', 'Baños': '1', 'Tipo de casa': 'Casa', 'Cocheras': '1', 'Antigüedad': '7 años', 'Ambientes': '3', 'Superficie total': '305 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'Condición del ítem': 'Usado', 'Tour virtual': False}",1,True,False,False,212.78688524590163,,,-34.886135,Publicado hace 14 días,MLA1166368572,-58.094013,,,,Arturo Segui,,64900,True,Casa,Casa,Bs.As. G.B.A. Sur,305,m²,,,,3,21633.333333333332,mercadolibre,ML,Casas A La Venta Dos Dormitorios,,212.78688524590163,305,m²,Venta,,,https://api.mercadolibre.com/items/MLA1166368572,2015.0
